Count,Name,1A1-1,S1-1,S1-1B,Visibility,WATT,WATTB,ADDRESS1,ADDRESS2,DESC2,DESCBRD1,DESCBRD2,DESCBRD3,DESCBRD4,DESCBRD5,DEVICEA,DEVICEB,DEVICEC,DEVICED,DEVICEE,DEVICEE(1),DEVICEF,DEVICEH,DEVICEJ,DEVICEY,BPS,DESC1,Visibility1,Position X1,Position Y1,Position1 X,Position1 Y,Subject,Position2 X,Position2 Y
1,FPS CAV 4-21,1C1-2,1S3-2,,SV - 30cd (WP),1/4w,,,,,,,,,,,,,,,,,,,,,,,"0'-2 5/8""","-1'-8 1/2""","1'-3""","-0'-6 7/8""",,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060006,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"0'-7 1/4""","-1'-7 3/8""",,,,,
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060182,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-3'-6 5/8""","0'-8 3/4"""
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0030060192,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-3 3/8""","1'-5 1/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060180,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-3'-7 3/8""","0'-10 3/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060181,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-3'-6 1/2""","0'-8 3/4"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1'-5 3/8""","2'-1 1/4"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060154,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-9 1/8""","0'-5 1/4"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060155,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-9 1/8""","0'-5 1/4"""
1,FPS MODULE 4-21,,,,Iso Module,,,0030060068,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-9 1/8""","0'-5 1/4"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060153,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-9 1/8""","0'-5 1/4"""
1,FPS CAV 4-21,1B3-1,1S3-8,,SV - 177cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"1'-11 1/8""","-2'-2 1/8""","1'-4 3/4""","-0'-8 7/8""",,,
1,FPS CAV 4-21,1F4-1,1S7-11,,SV - 177cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"2'-11 3/4""","-1'-5 3/4""","1'-4 3/4""","-0'-8 7/8""",,,
1,FPS CAV 4-21,1A4-1,1S1-2,,SV - 177cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"2'-0 1/2""","-2'-1 1/8""","1'-6 1/8""","-0'-7 7/8""",,,
1,FPS CAV 4-22,1E1-5,1S7-29,,SV - 15cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"-2'-3 7/8""","1'-1 1/2""",,,,,
1,FPS CAV 4-22,1E2-4,1S7-21,,SV - 15cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"2'-2 5/8""","0'-9 5/8""",,,,,
1,FPS CAV 4-22,1F1-9,1S7-14,,SV - 15cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"-2'-3 7/8""","0'-8 7/8""",,,,,
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-8 5/8""","0'-5 3/4"""
1,FPS MODULE 4-21,,,,Iso Module,,,0030060069,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-7""","0'-4 3/8"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-8 5/8""","0'-5 3/4"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11 1/8""","-0'-3 3/8"""
1,FPS MODULE 4-21,,,,MR201C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1'-5""","-1'-11 3/8"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Suppression (120),,,,,,,,,,,,,,,,,,,,,,,,,,"-0'-8 1/8""","1'-6""",,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060159,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-9 3/8""","0'-1 1/2"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0020060159,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-3'-5 7/8""","0'-4 1/4"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3'-1 7/8""","-0'-8"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-8 5/8""","0'-5 3/4"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0010060152,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-9 7/8""","0'-4"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Suppression (SLC),,,,,,,,,,,,,,,,,,,,,,,,,,"-1'-6 7/8""","0'-0 1/4""",,"2'-11""","0'-5"""
1,FPS CAV 4-21,1A1-1,1S1-12,,SV - 30cd (WP),1/4w,,,,,,,,,,,,,,,,,,,,,,,"1'-3 1/2""","-1'-8 7/8""","-0'-11 7/8""","-0'-8 5/8""",,,
1,FPS CAV 4-21,1A1-2,1S1-11,,SV - 30cd (WP),1/4w,,,,,,,,,,,,,,,,,,,,,,,"1'-3 1/2""","-1'-8 7/8""","-0'-11 7/8""","-0'-8 5/8""",,,
1,FPS SENSOR 9-24,,,,Heat - Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,"1'-4 5/8""","-0'-5 7/8""",,,
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0030060143,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-3 3/4""","-1'-1 3/4"""
1,FPS PANELS 4-21,,,,MFC-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0030060144,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-3'-5 5/8""","0'-8"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0030060145,,,,,,,,,,,,,,,,,,,,,,,"0'-11""","-0'-0 3/4""",,"2'-10 5/8""","0'-6 1/2"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060140,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-1'-2 3/8""","-0'-8 1/2"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0030060141,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"3'-0 1/4""","0'-8 5/8"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3'-0 1/4""","0'-8 5/8"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-2 1/2""","1'-0 3/8"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-2 1/2""","1'-0 3/8"""
1,FPS SENSOR 4-21,,,,Beam Smoke Reflector,,,,,,,,,,,,,,,,,,,,,,,,"0'-9 1/4""","-1'-7 7/8""","1'-1 7/8""","-0'-7 1/4""",,,
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-2 1/2""","1'-0 3/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0020060134,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-10 5/8""","2'-5"""
1,FPS MODULE 4-21,,,,SIGA-CRH,,,0020060135,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"1'-7 1/2""","1'-6 1/2"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0030060131,,,,,,,,,,,,,,,,,,,,,,,"-0'-10 5/8""","-0'-2 5/8""",,"0'-4""","1'-5 1/2"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0020060133,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"4'-1 5/8""","3'-3 5/8"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0020060137,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-3'-2 1/2""","1'-0 3/8"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0020060136,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-10 1/4""","1'-3 3/4"""
1,FPS MODULE 4-21,,,,Remote Test Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0020060139,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-2'-4 7/8""","1'-6 1/2"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0020060138,,,,,,,,,,,,,,,,,,,,,,,"1'-1 3/4""","-0'-5 7/8""",,"2'-7 7/8""","0'-5 3/4"""
1,FPS MODULE 4-21,,,,MR201C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Suppression (SLC),,,,,,,,,,,,,,,,,,,,,,,,,,"0'-10 1/2""","0'-1 1/8""",,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0020060128,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-1'-8""","-1'-2 5/8"""
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0030060185,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-3'-4 3/8""","1'-6 7/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060159,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-2'-5 5/8""","-0'-9 5/8"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-6 5/8""","0'-8 3/4"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0010060135,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-9""","0'-0 7/8"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0030060189,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-1'-1 7/8""","-0'-8 1/2"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,MR201C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0030060129,,,,,,,,,,,,,,,,,,,,,,,"-0'-10 5/8""","-0'-4 1/4""",,"1'-8 3/8""","-0'-8 3/8"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,MR201C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-8 5/8""","0'-5 3/4"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0020060126,,,,,,,,,,,,,,,,,,,,,,,"0'-11""","-0'-1 1/4""",,"2'-8 5/8""","0'-7 5/8"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-7 3/8""","0'-10 3/8"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0020060148,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"1'-5 3/8""","2'-1 1/4"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0030060130,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-3'-2 1/8""","-0'-9 3/4"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0020060127,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-1'-8""","-1'-2 5/8"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0020060147,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-3'-8 1/2""","0'-0 1/4"""
1,FPS MODULE 4-21,,,,MR201C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0010060133,,,,,,,,,,,,,,,,,,,,,,,"1'-1 3/4""","-0'-5 7/8""",,"2'-11 1/2""","0'-1 3/8"""
1,FPS MODULE 4-21,,,,MR201C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060141,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-5'-2 7/8""","0'-5 3/4"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060142,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-5'-2 7/8""","0'-0 5/8"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0010060136,,,,,,,,,,,,,,,,,,,,,,,"0'-11 3/8""","-0'-3 3/8""",,"3'-3 3/4""","2'-4 5/8"""
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0020060036,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-0'-1 3/8""","-1'-7 7/8""",,,,,
1,FPS WAV 9-21,1D1-11,1S6-1,,WP SV - 30cd,1/2w,,,,,,,,,,,,,,,,,,,,,,,"-1'-2 1/2""","-2'-8 1/8""",,,,"-3'-1 3/8""","-1'-8 1/2"""
1,FPS SENSOR 4-21,,,,Smoke,,,0030060047,,,,,,,,SIGA-PS,,,,,,,,,,,,,"0'-6 3/4""","1'-2 7/8""",,,,,
1,FPS MODULE 4-21,,,,SIGA-278,,,0030060156,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-2'-2""","-1'-5 1/4"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0030060138,,,,,,,,,,,,,,,,,,,,,,,"0'-10 3/8""","-0'-2""",,"-1'-1 1/4""","2'-3 5/8"""
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0030060142,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-1'-7 1/2""","-0'-8 3/4"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0030060152,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-1'-6 3/4""","-1'-3 7/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060140,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-5'-2 7/8""","0'-10 7/8"""
1,FPS MODULE 4-21,,,,Suppression (SLC),,,,,,,,,,,,,,,,,,,,,,,,,,"-1'-6 1/8""","0'-8 1/8""",,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060143,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-3'-11 7/8""","2'-2"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060144,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-3'-11 7/8""","1'-8 7/8"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0010060151,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"1'-2 1/8""","-0'-9 7/8"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0010060134,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0020060129,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-3'-6 1/4""","0'-6 1/8"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0010060150,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-5 1/4""","-1'-2 3/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060137,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-7""","1'-3 3/4"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060138,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-0'-5 3/4""","2'-2"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060139,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-5'-2 7/8""","1'-4"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060145,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-3'-11 7/8""","1'-3 3/4"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060146,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-3'-11 7/8""","0'-10 5/8"""
1,FPS MODULE 4-21,,,,Water Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0030060139,,,,,,,,,,,,,,,,,,,,,,,"0'-11""","-0'-3 5/8""",,"0'-6 3/8""","-1'-1 7/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0020060152,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-9 3/4""","0'-8 7/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0020060153,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-9 3/4""","0'-8 7/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0020060151,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-10 1/2""","0'-7"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0020060150,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-10 1/2""","0'-7"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Water Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Water Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060187,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-3'-7""","1'-8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060175,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-0 3/4""","-1'-1 1/2"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060188,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-5'-0""","0'-9 3/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060177,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-1 1/8""","-1'-0"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Iso Module,,,0030060067,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-9""","0'-5"""
1,FPS MODULE 4-21,,,,Iso Module,,,0030060046,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-9""","0'-5"""
1,FPS MODULE 4-21,,,,Iso Module,,,0030060027,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-9""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0030060146,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS UIO MODULE,,,,,,,0030060134,,,,,,,,,,,,,,,,,,,,SIGA-MCC1S,,,"-3'-9""","0'-5""",,"0'-8 1/8""","-1'-0 3/8"""
1,FPS PANELS 4-21,,,,SIGA-UIO6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FPS PANELS 4-21,,,,BPS,,,,,,,,,,,,,,,,,,,,,APS1C,,,,,,,,,
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0020060149,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-10 1/2""","0'-7"""
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS MODULE 4-21,,,,Iso Module,,,0030060001,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-9""","0'-5"""
1,FPS MODULE 4-21,,,,Iso Module,,,0010060022,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-9""","0'-5"""
1,FPS MODULE 4-21,,,,Iso Module,,,0010060001,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-9""","0'-5"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Water Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060137,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-1'-4 1/8""","1'-9 3/4"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0010060149,,,,,,,,,,,,,,,,,,,,,,,"1'-1 3/4""","-0'-5 7/8""",,"-0'-0 7/8""","-1'-4 1/2"""
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0010060148,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-11 1/2""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0020060146,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"3'-1 1/8""","0'-8 3/8"""
1,FPS MODULE 4-21,,,,MR201C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060158,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060157,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0010060147,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS MODULE 4-21,,,,Water Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060190,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-3'-8 5/8""","0'-2 3/4"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0030060183,,,,,,,,,,,,,,,,,,,,,,,"0'-7 1/2""","-0'-7 1/8""",,"-3'-10 3/4""","2'-1 1/4"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060191,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"-3'-10 7/8""","0'-3 1/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0030060186,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-0 5/8""","-1'-0 1/2"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-2 1/2""","0'-5 3/8"""
1,FPS MODULE 4-21,,,,Water Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-2 1/2""","0'-5 3/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060155,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-11""","0'-4 5/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060157,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060156,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060154,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Tamper Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CT1,,,0010060153,,,,,,,,,SIGA-CT1,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
